"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"TFR2","Approved symbol","TFR2","transferrin receptor 2","HGNC:11762","7q22.1"
"TFRC","Approved symbol","TFRC","transferrin receptor","HGNC:11763","3q29"
"TG","Approved symbol","TG","thyroglobulin","HGNC:11764","8q24.22"
"TGFB1","Approved symbol","TGFB1","transforming growth factor beta 1","HGNC:11766","19q13.2"
"TGFBI","Approved symbol","TGFBI","transforming growth factor beta induced","HGNC:11771","5q31.1"
"TGFBR1","Approved symbol","TGFBR1","transforming growth factor beta receptor 1","HGNC:11772","9q22.33"
"TGFBR2","Approved symbol","TGFBR2","transforming growth factor beta receptor 2","HGNC:11773","3p24.1"
"TGIF1","Approved symbol","TGIF1","TGFB induced factor homeobox 1","HGNC:11776","18p11.31"
"TGM1","Approved symbol","TGM1","transglutaminase 1","HGNC:11777","14q12"
"TGM6","Approved symbol","TGM6","transglutaminase 6","HGNC:16255","20p13"
"TH","Approved symbol","TH","tyrosine hydroxylase","HGNC:11782","11p15.5"
"THAP1","Approved symbol","THAP1","THAP domain containing 1","HGNC:20856","8p11.21"
"THBD","Approved symbol","THBD","thrombomodulin","HGNC:11784","20p11.21"
"THBS2","Approved symbol","THBS2","thrombospondin 2","HGNC:11786","6q27"
"THPO","Approved symbol","THPO","thrombopoietin","HGNC:11795","3q27.1"
"THRAP3","Approved symbol","THRAP3","thyroid hormone receptor associated protein 3","HGNC:22964","1p34.3"
"THRB","Approved symbol","THRB","thyroid hormone receptor beta","HGNC:11799","3p24.2"
"TIGAR","Approved symbol","TIGAR","TP53 induced glycolysis regulatory phosphatase","HGNC:1185","12p13.32"
"TIMP3","Approved symbol","TIMP3","TIMP metallopeptidase inhibitor 3","HGNC:11822","22q12.3"
"TINF2","Approved symbol","TINF2","TERF1 interacting nuclear factor 2","HGNC:11824","14q12"
"TIPARP","Approved symbol","TIPARP","TCDD inducible poly(ADP-ribose) polymerase","HGNC:23696","3q25.31"
"TLE1","Approved symbol","TLE1","TLE family member 1, transcriptional corepressor","HGNC:11837","9q21.32"
"TLE2","Approved symbol","TLE2","TLE family member 2, transcriptional corepressor","HGNC:11838","19p13.3"
"TLE3","Approved symbol","TLE3","TLE family member 3, transcriptional corepressor","HGNC:11839","15q23"
"TLE4","Approved symbol","TLE4","TLE family member 4, transcriptional corepressor","HGNC:11840","9q21.31"
"TLL1","Approved symbol","TLL1","tolloid like 1","HGNC:11843","4q32.3"
"TLL2","Approved symbol","TLL2","tolloid like 2","HGNC:11844","10q24.1"
"TLR3","Approved symbol","TLR3","toll like receptor 3","HGNC:11849","4q35.1"
"TLR4","Approved symbol","TLR4","toll like receptor 4","HGNC:11850","9q33.1"
"TLR5","Approved symbol","TLR5","toll like receptor 5","HGNC:11851","1q41"
"TLX1","Approved symbol","TLX1","T cell leukemia homeobox 1","HGNC:5056","10q24.31"
"TLX3","Approved symbol","TLX3","T cell leukemia homeobox 3","HGNC:13532","5q35.1"
"TMC6","Approved symbol","TMC6","transmembrane channel like 6","HGNC:18021","17q25.3"
"TMC8","Approved symbol","TMC8","transmembrane channel like 8","HGNC:20474","17q25.3"
"TMEM106B","Approved symbol","TMEM106B","transmembrane protein 106B","HGNC:22407","7p21.3"
"TMEM126A","Approved symbol","TMEM126A","transmembrane protein 126A","HGNC:25382","11q14.1"
"TMEM127","Approved symbol","TMEM127","transmembrane protein 127","HGNC:26038","2q11.2"
"TMEM167A","Approved symbol","TMEM167A","transmembrane protein 167A","HGNC:28330","5q14.2"
"TMEM17","Approved symbol","TMEM17","transmembrane protein 17","HGNC:26623","2p15"
"TMEM30A","Approved symbol","TMEM30A","transmembrane protein 30A","HGNC:16667","6q14.1"
"TMEM43","Approved symbol","TMEM43","transmembrane protein 43","HGNC:28472","3p25.1"
"TMEM67","Approved symbol","TMEM67","transmembrane protein 67","HGNC:28396","8q22.1"
"TMPO","Approved symbol","TMPO","thymopoietin","HGNC:11875","12q23.1"
"TMPRSS2","Approved symbol","TMPRSS2","transmembrane serine protease 2","HGNC:11876","21q22.3"
"TMPRSS5","Approved symbol","TMPRSS5","transmembrane serine protease 5","HGNC:14908","11q23.2"
"TMPRSS6","Approved symbol","TMPRSS6","transmembrane serine protease 6","HGNC:16517","22q12.3"
"TMSB4X","Approved symbol","TMSB4X","thymosin beta 4 X-linked","HGNC:11881","Xp22.2"
"TMSB4XP8","Approved symbol","TMSB4XP8","TMSB4X pseudogene 8","HGNC:11885","4q22.1"
"TNC","Approved symbol","TNC","tenascin C","HGNC:5318","9q33.1"
"TNF","Approved symbol","TNF","tumor necrosis factor","HGNC:11892","6p21.33"
"TNFAIP3","Approved symbol","TNFAIP3","TNF alpha induced protein 3","HGNC:11896","6q23.3"
"TNFRSF10B","Approved symbol","TNFRSF10B","TNF receptor superfamily member 10b","HGNC:11905","8p21.3"
"TNFRSF11A","Approved symbol","TNFRSF11A","TNF receptor superfamily member 11a","HGNC:11908","18q21.33"
"TNFRSF11B","Approved symbol","TNFRSF11B","TNF receptor superfamily member 11b","HGNC:11909","8q24.12"
"TNFRSF11B","Alias symbol","BTF3P11","basic transcription factor 3 pseudogene 11","HGNC:1126","13q22.3"
"TNFRSF13B","Approved symbol","TNFRSF13B","TNF receptor superfamily member 13B","HGNC:18153","17p11.2"
"TNFRSF13C","Approved symbol","TNFRSF13C","TNF receptor superfamily member 13C","HGNC:17755","22q13.2"
"TNFRSF14","Approved symbol","TNFRSF14","TNF receptor superfamily member 14","HGNC:11912","1p36.32"
"TNFRSF17","Approved symbol","TNFRSF17","TNF receptor superfamily member 17","HGNC:11913","16p13.13"
"TNFRSF1A","Approved symbol","TNFRSF1A","TNF receptor superfamily member 1A","HGNC:11916","12p13.31"
"TNFRSF6B","Approved symbol","TNFRSF6B","TNF receptor superfamily member 6b","HGNC:11921","20q13.33"
"TNFSF11","Approved symbol","TNFSF11","TNF superfamily member 11","HGNC:11926","13q14.11"
"TNFSF13","Approved symbol","TNFSF13","TNF superfamily member 13","HGNC:11928","17p13.1"
"TNFSF15","Approved symbol","TNFSF15","TNF superfamily member 15","HGNC:11931","9q32"
"TNFSF4","Approved symbol","TNFSF4","TNF superfamily member 4","HGNC:11934","1q25.1"
"TNKS","Approved symbol","TNKS","tankyrase","HGNC:11941","8p23.1"
"TNNC1","Approved symbol","TNNC1","troponin C1, slow skeletal and cardiac type","HGNC:11943","3p21.1"
"TNNC1","Alias symbol","TNNI3","troponin I3, cardiac type","HGNC:11947","19q13.42"
"TNNI3","Approved symbol","TNNI3","troponin I3, cardiac type","HGNC:11947","19q13.42"
"TNNT1","Approved symbol","TNNT1","troponin T1, slow skeletal type","HGNC:11948","19q13.42"
"TNNT2","Approved symbol","TNNT2","troponin T2, cardiac type","HGNC:11949","1q32.1"
"TNRC18","Approved symbol","TNRC18","trinucleotide repeat containing 18","HGNC:11962","7p22.1"
"TONSL","Approved symbol","TONSL","tonsoku like, DNA repair protein","HGNC:7801","8q24.3"
"TOP","Alias symbol","LINC00273","long intergenic non-protein coding RNA 273","HGNC:38595","16p11.2"
"TOP2A","Approved symbol","TOP2A","DNA topoisomerase II alpha","HGNC:11989","17q21.2"
"TOPORS","Approved symbol","TOPORS","TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase","HGNC:21653","9p21.1"
"TOR1A","Approved symbol","TOR1A","torsin family 1 member A","HGNC:3098","9q34.11"
"TP53","Approved symbol","TP53","tumor protein p53","HGNC:11998","17p13.1"
"TP53BP1","Approved symbol","TP53BP1","tumor protein p53 binding protein 1","HGNC:11999","15q15.3"
"TP63","Approved symbol","TP63","tumor protein p63","HGNC:15979","3q28"
"TPM1","Approved symbol","TPM1","tropomyosin 1","HGNC:12010","15q22.2"
"TPM2","Approved symbol","TPM2","tropomyosin 2","HGNC:12011","9p13.3"
"TPM3","Approved symbol","TPM3","tropomyosin 3","HGNC:12012","1q21.3"
"TPM4","Approved symbol","TPM4","tropomyosin 4","HGNC:12013","19p13.12-p13.11"
"TPMT","Approved symbol","TPMT","thiopurine S-methyltransferase","HGNC:12014","6p22.3"
"TPP1","Approved symbol","TPP1","tripeptidyl peptidase 1","HGNC:2073","11p15.4"
"TPP1","Alias symbol","ACD","ACD shelterin complex subunit and telomerase recruitment factor","HGNC:25070","16q22.1"
"TPR","Approved symbol","TPR","translocated promoter region, nuclear basket protein","HGNC:12017","1q31.1"
"TRA","Approved symbol","TRA","T cell receptor alpha locus","HGNC:12027","14q11.2"
"TRAF2","Approved symbol","TRAF2","TNF receptor associated factor 2","HGNC:12032","9q34.3"
"TRAF2","Previous symbol","TANK","TRAF family member associated NFKB activator","HGNC:11562","2q24.2"
"TRAF3","Approved symbol","TRAF3","TNF receptor associated factor 3","HGNC:12033","14q32.32"
"TRAF3IP2","Approved symbol","TRAF3IP2","TRAF3 interacting protein 2","HGNC:1343","6q21"
"TRAF5","Approved symbol","TRAF5","TNF receptor associated factor 5","HGNC:12035","1q32.3"
"TRAF7","Approved symbol","TRAF7","TNF receptor associated factor 7","HGNC:20456","16p13.3"
"TRAPPC2","Approved symbol","TRAPPC2","trafficking protein particle complex subunit 2","HGNC:23068","Xp22.2"
"TRAPPC9","Approved symbol","TRAPPC9","trafficking protein particle complex subunit 9","HGNC:30832","8q24.3"
"TRB","Approved symbol","TRB","T cell receptor beta locus","HGNC:12155","7q34"
"TRB","Alias symbol","THRB","thyroid hormone receptor beta","HGNC:11799","3p24.2"
"TRD","Approved symbol","TRD","T cell receptor delta locus","HGNC:12252","14q11.2"
"TRD","Previous symbol","TRD-GTC9-1","tRNA-Asp (anticodon GTC) 9-1","HGNC:12251","1q23.3"
"TREM2","Approved symbol","TREM2","triggering receptor expressed on myeloid cells 2","HGNC:17761","6p21.1"
"TREX1","Approved symbol","TREX1","three prime repair exonuclease 1","HGNC:12269","3p21.31"
"TRG","Approved symbol","TRG","T cell receptor gamma locus","HGNC:12271","7p14"
"TRIB1","Approved symbol","TRIB1","tribbles pseudokinase 1","HGNC:16891","8q24.13"
"TRIB2","Approved symbol","TRIB2","tribbles pseudokinase 2","HGNC:30809","2p24.3"
"TRIB3","Approved symbol","TRIB3","tribbles pseudokinase 3","HGNC:16228","20p13"
"TRIM24","Approved symbol","TRIM24","tripartite motif containing 24","HGNC:11812","7q33-q34"
"TRIM27","Approved symbol","TRIM27","tripartite motif containing 27","HGNC:9975","6p22.1"
"TRIM32","Approved symbol","TRIM32","tripartite motif containing 32","HGNC:16380","9q33.1"
"TRIM33","Approved symbol","TRIM33","tripartite motif containing 33","HGNC:16290","1p13.2"
"TRIM37","Approved symbol","TRIM37","tripartite motif containing 37","HGNC:7523","17q22"
"TRIP11","Approved symbol","TRIP11","thyroid hormone receptor interactor 11","HGNC:12305","14q32.12"
"TRIP13","Approved symbol","TRIP13","thyroid hormone receptor interactor 13","HGNC:12307","5p15.33"
"TRPC6","Approved symbol","TRPC6","transient receptor potential cation channel subfamily C member 6","HGNC:12338","11q22.1"
"TRPM6","Approved symbol","TRPM6","transient receptor potential cation channel subfamily M member 6","HGNC:17995","9q21.13"
"TRPM7","Approved symbol","TRPM7","transient receptor potential cation channel subfamily M member 7","HGNC:17994","15q21.2"
"TRPS1","Approved symbol","TRPS1","transcriptional repressor GATA binding 1","HGNC:12340","8q23.3"
"TRPV4","Approved symbol","TRPV4","transient receptor potential cation channel subfamily V member 4","HGNC:18083","12q24.11"
"TRRAP","Approved symbol","TRRAP","transformation/transcription domain associated protein","HGNC:12347","7q22.1"
"TSC1","Approved symbol","TSC1","TSC complex subunit 1","HGNC:12362","9q34.13"
"TSC2","Approved symbol","TSC2","TSC complex subunit 2","HGNC:12363","16p13.3"
"TSHR","Approved symbol","TSHR","thyroid stimulating hormone receptor","HGNC:12373","14q24-q31"
"TSN","Approved symbol","TSN","translin","HGNC:12379","2q14.3"
"TSN","Alias symbol","SND1","staphylococcal nuclease and tudor domain containing 1","HGNC:30646","7q32.1"
"TSPAN7","Approved symbol","TSPAN7","tetraspanin 7","HGNC:11854","Xp11.4"
"TSPYL1","Approved symbol","TSPYL1","TSPY like 1","HGNC:12382","6q22.1"
"TTBK2","Approved symbol","TTBK2","tau tubulin kinase 2","HGNC:19141","15q15.2"
"TTC21B","Approved symbol","TTC21B","tetratricopeptide repeat domain 21B","HGNC:25660","2q24.3"
"TTC8","Approved symbol","TTC8","tetratricopeptide repeat domain 8","HGNC:20087","14q31.3"
"TTL","Approved symbol","TTL","tubulin tyrosine ligase","HGNC:21586","2q14.1"
"TTL","Alias symbol","LINC00598","long intergenic non-protein coding RNA 598","HGNC:42770","13q14.11"
"TTN","Approved symbol","TTN","titin","HGNC:12403","2q31.2"
"TTPA","Approved symbol","TTPA","alpha tocopherol transfer protein","HGNC:12404","8q12.3"
"TTR","Approved symbol","TTR","transthyretin","HGNC:12405","18q12.1"
"TUBA1A","Approved symbol","TUBA1A","tubulin alpha 1a","HGNC:20766","12q13.12"
"TUBB2B","Approved symbol","TUBB2B","tubulin beta 2B class IIb","HGNC:30829","6p25.2"
"TULP1","Approved symbol","TULP1","TUB like protein 1","HGNC:12423","6p21.31"
"TUSC3","Approved symbol","TUSC3","tumor suppressor candidate 3","HGNC:30242","8p22"
"TWIST1","Approved symbol","TWIST1","twist family bHLH transcription factor 1","HGNC:12428","7p21.1"
"TWIST2","Approved symbol","TWIST2","twist family bHLH transcription factor 2","HGNC:20670","2q37.3"
"TWNK","Approved symbol","TWNK","twinkle mtDNA helicase","HGNC:1160","10q24.31"
"TYK2","Approved symbol","TYK2","tyrosine kinase 2","HGNC:12440","19p13.2"
"TYMP","Approved symbol","TYMP","thymidine phosphorylase","HGNC:3148","22q13.33"
"TYMS","Approved symbol","TYMS","thymidylate synthetase","HGNC:12441","18p11.32"
"TYR","Approved symbol","TYR","tyrosinase","HGNC:12442","11q14.3"
"TYRO3","Approved symbol","TYRO3","TYRO3 protein tyrosine kinase","HGNC:12446","15q15.1"
"TYROBP","Approved symbol","TYROBP","transmembrane immune signaling adaptor TYROBP","HGNC:12449","19q13.12"
"TYRP1","Approved symbol","TYRP1","tyrosinase related protein 1","HGNC:12450","9p23"
"U2AF1","Approved symbol","U2AF1","U2 small nuclear RNA auxiliary factor 1","HGNC:12453","21q22.3"
"U2AF2","Approved symbol","U2AF2","U2 small nuclear RNA auxiliary factor 2","HGNC:23156","19q13.42"
"UBA1","Approved symbol","UBA1","ubiquitin like modifier activating enzyme 1","HGNC:12469","Xp11.3"
"UBE2A","Approved symbol","UBE2A","ubiquitin conjugating enzyme E2 A","HGNC:12472","Xq24"
"UBE3A","Approved symbol","UBE3A","ubiquitin protein ligase E3A","HGNC:12496","15q11.2"
"UBIAD1","Approved symbol","UBIAD1","UbiA prenyltransferase domain containing 1","HGNC:30791","1p36.22"
"UBQLN2","Approved symbol","UBQLN2","ubiquilin 2","HGNC:12509","Xp11.21"
"UBR5","Approved symbol","UBR5","ubiquitin protein ligase E3 component n-recognin 5","HGNC:16806","8q22.3"
"UBTF","Approved symbol","UBTF","upstream binding transcription factor","HGNC:12511","17q21.31"
"UCHL1","Approved symbol","UCHL1","ubiquitin C-terminal hydrolase L1","HGNC:12513","4p13"
"UCP3","Approved symbol","UCP3","uncoupling protein 3","HGNC:12519","11q13.4"
"UGT1A1","Approved symbol","UGT1A1","UDP glucuronosyltransferase family 1 member A1","HGNC:12530","2q37.1"
"UGT1A4","Approved symbol","UGT1A4","UDP glucuronosyltransferase family 1 member A4","HGNC:12536","2q37.1"
"UMOD","Approved symbol","UMOD","uromodulin","HGNC:12559","16p12.3"
"UNC119","Approved symbol","UNC119","unc-119 lipid binding chaperone","HGNC:12565","17q11.2"
"UNC13D","Approved symbol","UNC13D","unc-13 homolog D","HGNC:23147","17q25.3"
"UNC93B1","Approved symbol","UNC93B1","unc-93B1 regulator of TLR signaling","HGNC:13481","11q13.2"
"UNG","Approved symbol","UNG","uracil DNA glycosylase","HGNC:12572","12q24.11"
"UPF1","Approved symbol","UPF1","UPF1 RNA helicase and ATPase","HGNC:9962","19p13.11"
"UPF3B","Approved symbol","UPF3B","UPF3B regulator of nonsense mediated mRNA decay","HGNC:20439","Xq24"
"UROD","Approved symbol","UROD","uroporphyrinogen decarboxylase","HGNC:12591","1p34.1"
"UROS","Approved symbol","UROS","uroporphyrinogen III synthase","HGNC:12592","10q26.2"
"USB1","Approved symbol","USB1","U6 snRNA biogenesis phosphodiesterase 1","HGNC:25792","16q21"
"USF1","Approved symbol","USF1","upstream transcription factor 1","HGNC:12593","1q23.3"
"USH1C","Approved symbol","USH1C","USH1 protein network component harmonin","HGNC:12597","11p15.1"
"USH1G","Approved symbol","USH1G","USH1 protein network component sans","HGNC:16356","17q25.1"
"USH2A","Approved symbol","USH2A","usherin","HGNC:12601","1q41"
"USP1","Approved symbol","USP1","ubiquitin specific peptidase 1","HGNC:12607","1p31.3"
"USP16","Approved symbol","USP16","ubiquitin specific peptidase 16","HGNC:12614","21q21.3"
"USP16","Alias symbol","USP21","ubiquitin specific peptidase 21","HGNC:12620","1q23.3"
"USP25","Approved symbol","USP25","ubiquitin specific peptidase 25","HGNC:12624","21q21.1"
"USP44","Approved symbol","USP44","ubiquitin specific peptidase 44","HGNC:20064","12q22"
"USP6","Approved symbol","USP6","ubiquitin specific peptidase 6","HGNC:12629","17p13.2"
"USP8","Approved symbol","USP8","ubiquitin specific peptidase 8","HGNC:12631","15q21.2"
"USP9X","Approved symbol","USP9X","ubiquitin specific peptidase 9 X-linked","HGNC:12632","Xp11.4"
"USP9Y","Approved symbol","USP9Y","ubiquitin specific peptidase 9 Y-linked","HGNC:12633","Yq11.221"
"UVRAG","Approved symbol","UVRAG","UV radiation resistance associated","HGNC:12640","11q13.5"
"VANGL1","Approved symbol","VANGL1","VANGL planar cell polarity protein 1","HGNC:15512","1p13.1"
"VAPB","Approved symbol","VAPB","VAMP associated protein B and C","HGNC:12649","20q13.32"
"VAV1","Approved symbol","VAV1","vav guanine nucleotide exchange factor 1","HGNC:12657","19p13.3"
"VAV2","Approved symbol","VAV2","vav guanine nucleotide exchange factor 2","HGNC:12658","9q34.2"
"VCL","Approved symbol","VCL","vinculin","HGNC:12665","10q22.2"
"VCP","Approved symbol","VCP","valosin containing protein","HGNC:12666","9p13.3"
"VDR","Approved symbol","VDR","vitamin D receptor","HGNC:12679","12q13.11"
"VEGFA","Approved symbol","VEGFA","vascular endothelial growth factor A","HGNC:12680","6p21.1"
"VHL","Approved symbol","VHL","von Hippel-Lindau tumor suppressor","HGNC:12687","3p25.3"
"VPS13A","Approved symbol","VPS13A","vacuolar protein sorting 13 homolog A","HGNC:1908","9q21.2"
"VPS35","Approved symbol","VPS35","VPS35 retromer complex component","HGNC:13487","16q11.2"
"VRK1","Approved symbol","VRK1","VRK serine/threonine kinase 1","HGNC:12718","14q32.2"
"VSX1","Approved symbol","VSX1","visual system homeobox 1","HGNC:12723","20p11.21"
"VSX2","Approved symbol","VSX2","visual system homeobox 2","HGNC:1975","14q24.3"
"VTCN1","Approved symbol","VTCN1","V-set domain containing T cell activation inhibitor 1","HGNC:28873","1p13.1-p12"
"VTI1A","Approved symbol","VTI1A","vesicle transport through interaction with t-SNAREs 1A","HGNC:17792","10q25.2"
"VWF","Approved symbol","VWF","von Willebrand factor","HGNC:12726","12p13.31"
"WAS","Approved symbol","WAS","WASP actin nucleation promoting factor","HGNC:12731","Xp11.23"
"WASF5P","Approved symbol","WASF5P","WASP family member 5, pseudogene","HGNC:21665","6p21.33"
"WASHC5","Approved symbol","WASHC5","WASH complex subunit 5","HGNC:28984","8q24.13"
"WDCP","Approved symbol","WDCP","WD repeat and coiled coil containing","HGNC:26157","2p23.3"
"WDPCP","Approved symbol","WDPCP","WD repeat containing planar cell polarity effector","HGNC:28027","2p15"
"WDR11","Approved symbol","WDR11","WD repeat domain 11","HGNC:13831","10q26.12"
